#BM(C|255),MC(C|255),DESCR(C|4000)
83.4200x002,腱膜切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4300x001,肌肉切取术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4400x001,筋膜切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4400x002,阔筋膜部分切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4400x003,足筋膜切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4500x001,肌肉切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4500x003,肩胛舌骨肌部分切除术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4500x004,颈伸肌部分切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4500x005,前斜角肌切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4500x006,咬肌部分切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4500x007,中斜角肌部分切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4500x008,耻骨直肠肌部分切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.6400x007,前臂肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6400x008,上肢肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6400x009,腕部肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.6400x011,下肢肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6400x013,趾肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.6400x015,??长伸肌腱缝合术,"ZJ1,手术1,手术1,1"
83.6400x015,长伸肌腱缝合术,"PJ1,手术1,手术1,1"
83.6400x015,？？长伸肌腱缝合术,"IG1,手术1,手术1,1"
83.6500x001,腹直肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.6500x002,肱二头肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x003,肱三头肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x005,股二头肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x006,股四头肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x011,胫前肌缝合术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x011,胫前肌缝合术													,"IG1,手术1,手术1,1"
83.6500x012,前臂肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x013,三角肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x014,提肛肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.6500x015,臀部肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.6500x016,下肢肌肉缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.6500x017,胸锁乳突肌缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.6500x018,上肢肌肉缝合术,"IG1,手术1,手术1,1"
83.7300x002,肌腱再接术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7400x001,肌肉再接术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7500x003,前臂肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7600x002,胫前肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7600x003,髂胫束移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7600x005,足趾肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7600x006,腓骨短肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7600x007,肱桡肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7600x008,股方肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7600x009,屈腕肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7600x010,屈指肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7600x011,伸腕肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7600x012,旋前圆肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7600x013,掌长肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.7700x001,下肢肌肉移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x003,胫后肌移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x004,福耳克曼挛缩松解伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x005,肩内收功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x006,上肢肌拇内收功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x007,上肢肌拇外展功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x008,上肢肌屈拇功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x009,上肢肌屈拇功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x010,上肢肌屈腕功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x011,上肢肌屈腕功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x012,上肢肌屈指功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x013,上肢肌屈指功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x014,上肢肌屈肘功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x015,上肢肌屈肘功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x016,上肢肌伸拇功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x017,上肢肌伸拇功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x018,上肢肌伸腕功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x019,上肢肌伸腕功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x020,上肢肌伸指功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x021,上肢肌伸指功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x022,上肢肌伸肘功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x023,上肢肌伸肘功能重建伴肌游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x024,上肢肌旋后功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x025,上肢肌旋前功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x026,下肢肌屈踝功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x027,下肢肌屈踇功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x028,下肢肌屈膝功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x029,下肢肌屈趾功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x030,下肢肌伸踝功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x031,下肢肌伸踇功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x032,下肢肌伸膝功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7700x033,下肢肌伸趾功能重建伴肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.7900x001,肌肉移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x002,胫后肌前移术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x003,胫前肌外移术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x004,斜方肌代三角肌术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x005,背阔肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x006,比目鱼肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x007,大腿肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x008,大圆肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x009,腓肠肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x010,腹部肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x011,三角肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x012,臀大肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.7900x013,胸大肌移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8100x003,人工肌腱移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8200x001,背阔肌移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8200x005,颞筋膜移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8200x007,背阔肌游离移植术,"PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8200x007,背阔肌游离移植术													,"IG1,手术1,手术1,1"
83.8200x008,肌肉游离移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8200x009,股薄肌移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8200x010,斜方肌移植术,"IG1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8200x011,胸大肌移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x001,腓骨长短肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x002,跟腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x003,跟腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x004,肱二头肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x005,腘肌延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x008,伸趾肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x009,足屈肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x010,足伸肌腱延长术,"IG1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.8500x011,半腱肌延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x012,背阔肌延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x013,肱桡肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x014,肱桡肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x015,肱三头肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x016,肱三头肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x017,股二头肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x018,股二头肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x019,股内收肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x020,股内收肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x021,股三头肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x022,股三头肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x023,股四头肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x024,股四头肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x025,股直肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x026,股直肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x027,肩胛下肌延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x028,胫后肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x029,胫后肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x030,胫前肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x031,胫前肌腱延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x032,胫前肌延长术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x033,足屈肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8500x034,足伸肌腱缩短术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8700x001,肌肉成形术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8700x003,肩关节肌肉成形术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8700x005,三角肌重建术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8700x007,下肢肌肉成形术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8700x009,胸大肌成形术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8800x001,跟腱修补术,"IG1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8800x010,距腓韧带缝合修补术,"IC3,手术1,手术1,1;ZC1,手术1,手术1,1"
83.8800x012,足肌腱成形术,"IG1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8800x014,肩关节镜下肱二头肌肌腱长头固定术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.8800x015,冈上肌腱修补术,"IG1,手术1,手术1,1"
83.8800x016,胫前肌腱修补术,"IG1,手术1,手术1,1"
83.8800x017,上肢肌腱固定术,"IG1,手术1,手术1,1"
83.8800x018,下肢肌腱固定术,"IG1,手术1,手术1,1"
83.8900x002,筋膜断蒂术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.9100x001,关节镜下臀肌挛缩松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.9100x004,前臂束带松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.9100x005,上肢肌腱粘连松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.9100x007,臀肌粘连松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.9100x008,下肢肌腱粘连松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.9100x009,下肢束带松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.9800x001,软组织治疗性药物局部注射,"IJ1,手术1,手术1,1"
83.9900x003,肌腱打孔术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
84.0100x001,多指截指术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
84.0100x002,手指关节离断术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
84.0100x004,手指离断术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
84.0900x001,肩胛带离断术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
84.1500x002,经胫骨和腓骨的小腿离断术,"IF4,手术1,手术1,1;ZC1,手术1,手术1,1"
84.5100x002,碳纤维脊椎融合物置入术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.5100x003,陶瓷脊椎融合物置入术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.5100x004,金属脊椎融合物置入术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.5100x005,塑胶脊椎融合物置入术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.5100x006,钛合金脊椎融合物置入术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.5400x001,肢体内部延长装置置入术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.5500x003,丙烯酸水泥骨空隙填充,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1"
84.5500x004,钙质骨空隙填充,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1"
84.5500x005,聚甲基丙烯酸甲酯骨空隙填充,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1"
84.5600x001,水泥间隔物置入术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1"
84.5700x001,水泥间隔物取出术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1"
84.5900x002,椎体间减压装置置入术,"IB3,手术1,手术1,1;ZC1,手术1,手术1,1"
84.6300x002,胸椎全部间盘假体置入术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.6300x003,胸椎部分间盘假体置入术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.6400x001,腰椎部分间盘假体置入术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.6400x003,腰椎棘突间腰椎稳定器置入术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.6600x001,颈人工椎间盘翻修术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.6700x002,胸人工椎间盘翻修术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.6800x001,腰人工椎间盘翻修术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
84.7100x001,应用单平面外固定架,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
84.7200x001,应用环形外固定架系统,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
84.7300x001,应用组合外固定架系统,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.0x00x002,乳房切开引流术,"JB3,手术1,手术1,1"
85.0x00x003,乳房切开探查术,"JB3,手术1,手术1,1"
85.1100x001,乳房穿刺活检,"JB3,手术1,手术1,1"
85.1100x003,乳管镜下乳腺活检,"JB3,手术1,手术1,1"
85.1200x001,乳腺活检术,"JA1,手术1,手术1,手术2,2;JB3,手术1,手术1,1;KJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.2000x001,乳房皮肤和皮下坏死组织切除清创术,"JA1,手术1,手术1,手术2,2;JD2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.2000x002,乳房皮肤和皮下组织非切除性清创,"JD2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.2100x003,乳房病损切除术,"JA1,手术1,手术1,手术2,2;JB1,手术1,手术1,1;KJ1,手术1,手术1,1;QJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.2100x019,乳房腺体区段切除术,"JA1,手术1,手术1,手术2,2;JB1,手术1,手术1,1;KJ1,手术1,手术1,1;QJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.2100x020,腔镜下乳房病损切除术,"JB1,手术1,手术1,1;KJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.2100x021,乳腺导管选择性切除术(单根),"JB2,手术1,手术1,1"
85.2100x022,乳房病损消融术,"JB2,手术1,手术1,1"
85.2300x001,乳腺局部扩大切除术,"JA1,手术1,手术1,手术2,2;JB2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.2400x004,腔镜下双侧副乳切除术,"JB3,手术1,手术1,1"
85.2400x005,腔镜下单侧副乳切除术,"JB3,手术1,手术1,1"
85.3300x001,单侧乳房腺体切除伴假体置入术,"JA1,手术1,手术1,手术2,2;JB2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.3400x002,单侧皮下乳房切除术,"JA1,手术1,手术1,手术2,2;JB2,手术1,手术1,1"
85.3500x001,双侧皮下乳房切除伴假体置入术,"JA1,手术1,手术1,手术2,2;JB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.3600x001,双侧皮下乳房切除术,"JA1,手术1,手术1,手术2,2;JB2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.4100x001,单侧乳房切除术,"JA1,手术1,手术1,手术2,2;JB2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.4200x001,双侧乳房切除术,"JA1,手术1,手术1,手术2,2;JB2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
85.4200x003,腔镜下双侧乳房切除术,"JA1,手术1,手术1,手术2,2;JB2,手术1,手术1,1"
85.4300x003,单侧乳房切除伴同侧腋窝淋巴结活检术,"JA1,手术1,手术1,手术2,2;JA2,手术1,手术1,诊断,2"
85.4500x001,单侧乳房根治性切除伴同侧腋窝前哨淋巴结活检术,"JA1,手术1,手术1,手术2,2;JA2,手术1,手术1,诊断,2"
85.4500x003,腔镜下单侧乳房根治性切除伴同侧腋窝前哨淋巴结活检术,"JA1,手术1,手术1,手术2,2;JA2,手术1,手术1,诊断,2"
85.5100x001,单侧乳房注射隆胸术,"JB1,手术1,手术1,1"
85.5200x001,双侧乳房注射隆胸术,"JB1,手术1,手术1,1"
85.5300x001,单侧乳房假体置入术,"JA1,手术2,手术1,手术2,2;JB1,手术1,手术1,1"
85.5400x001,双侧乳房假体置入术,"JA1,手术2,手术1,手术2,2;JB1,手术1,手术1,1"
85.5500x001,单侧乳房自体脂肪颗粒注射隆胸术,"JB1,手术1,手术1,1"
85.5500x002,双侧乳房自体脂肪颗粒注射隆胸术,"JB1,手术1,手术1,1"
85.6x00x001,乳房悬吊术,"JB1,手术1,手术1,1"
